relative_path,category,file_kind,current_exists,upstream_exists,case_only_collision,current_sha256,upstream_sha256,current_png_width,current_png_height,current_png_color_type,upstream_png_width,upstream_png_height,upstream_png_color_type,difference_status
blocks/placeholder_3.png,blocks,png,yes,yes,no,a177d6cc487b46b1cea6ade5e8f60795941ee1961c86bc6d56a48bb757a4db32,a177d6cc487b46b1cea6ade5e8f60795941ee1961c86bc6d56a48bb757a4db32,16,16,2 (truecolor),16,16,2 (truecolor),identical
blocks/placeholder_4.png,blocks,png,yes,yes,no,b6c96e63d0dd1d906e52c96d3fb2c2646d044e57a949edfecfc20f7f156f019b,b6c96e63d0dd1d906e52c96d3fb2c2646d044e57a949edfecfc20f7f156f019b,16,16,2 (truecolor),16,16,2 (truecolor),identical
blocks/placeholder_5.png,blocks,png,yes,yes,no,04c57afc0afff28bb27b9f773b0ba9a3c1185b4f3a18432b29da3c8b4f3e4726,04c57afc0afff28bb27b9f773b0ba9a3c1185b4f3a18432b29da3c8b4f3e4726,16,16,2 (truecolor),16,16,2 (truecolor),identical
blocks/placeholder_6.png,blocks,png,yes,yes,no,92110da060cba3ec7e7a60585361e72f89bc003a96fde3dfe5b2e1a0ca27a27a,92110da060cba3ec7e7a60585361e72f89bc003a96fde3dfe5b2e1a0ca27a27a,16,16,2 (truecolor),16,16,2 (truecolor),identical
blocks/placeholder_7.png,blocks,png,yes,yes,no,9b14f6255c4ac8a85e9f731291039d2bcd5e1e7733694ad2a059e16117908999,9b14f6255c4ac8a85e9f731291039d2bcd5e1e7733694ad2a059e16117908999,16,16,2 (truecolor),16,16,2 (truecolor),identical
blocks/placeholder_8.png,blocks,png,yes,yes,no,57e04d963680b39776001ee28ee2be07e3ec59148056c984ba420d5d5616c9ed,57e04d963680b39776001ee28ee2be07e3ec59148056c984ba420d5d5616c9ed,16,16,2 (truecolor),16,16,2 (truecolor),identical
blocks/placeholder_9.png,blocks,png,yes,yes,no,dc71bbca35c9c44bfa7e1a0be539ee2dbf08d46465215cb95e34484bdf0fa27f,dc71bbca35c9c44bfa7e1a0be539ee2dbf08d46465215cb95e34484bdf0fa27f,16,16,2 (truecolor),16,16,2 (truecolor),identical
gui/ability/beam.png,gui,png,no,yes,no,,0b4fdd7507a0190a71b0bc5b5d92d874489cd1d44e494d26c5419e2592f69f29,,,,48,48,6 (truecolor-alpha),upstream-only
gui/ability/charge.png,gui,png,no,yes,no,,5462c99649cfe2aa5f4bde6952a81483d7779a1f91d3c3e1d5987a68e949287b,,,,48,48,6 (truecolor-alpha),upstream-only
gui/ability/cutter.png,gui,png,no,yes,no,,01818c12384a3d98a344ed1f8c79b737b668541ac6e1a90c89918218fd32fe7d,,,,48,48,6 (truecolor-alpha),upstream-only
gui/ability/dash.png,gui,png,no,yes,no,,2d4db29814eb6a35af3006812bb53897622ee19a3f6760ac5c04bf8ee0cc0457,,,,48,48,6 (truecolor-alpha),upstream-only
gui/ability/disc.png,gui,png,no,yes,no,,abb544fdfdda5f41bcaed0b7d28e7e15b485f83bd40afa47227db2d810f2fee5,,,,48,48,6 (truecolor-alpha),upstream-only
gui/ability/disc_overlay.png,gui,png,no,yes,no,,c150d933abe29d75bae9836c6173a9446e238e6250c4ed8d846d4e1bc2b3dca5,,,,48,48,6 (truecolor-alpha),upstream-only
gui/ability/dome.png,gui,png,no,yes,no,,30dd12c7df77080bf2aafc60d8ea1beebe249533e12d9d8069390af366640f6f,,,,48,48,6 (truecolor-alpha),upstream-only
gui/ability/effect.png,gui,png,no,yes,no,,d17d8fa021b9b9b26f80c7d5dcf3542f658e408b2d2090198cf2862c961d7ec4,,,,48,48,6 (truecolor-alpha),upstream-only
gui/ability/effect_overlay.png,gui,png,no,yes,no,,cf90922b331b0b0b3d58c07441add28bc88a256ea9cb268ee869288631230489,,,,48,48,6 (truecolor-alpha),upstream-only
gui/ability/guard.png,gui,png,no,yes,no,,daab1e42111811658c5313ed5c919fc92627da1acb308d7b7a481436f0c2da2c,,,,48,48,6 (truecolor-alpha),upstream-only
gui/ability/hazard.png,gui,png,no,yes,no,,ebcf74624412b5358835f4accbb9082cd1ce573caf5cfcf0f62132dbd2068e84,,,,48,48,6 (truecolor-alpha),upstream-only
gui/ability/hazard_overlay.png,gui,png,no,yes,no,,084722a5d3607cb36c53ebbc4107a290ffa518ca8cb961ab7d5d8995ea4937d6,,,,48,48,6 (truecolor-alpha),upstream-only
gui/ability/heavy_hit.png,gui,png,no,yes,no,,81ae2435c85cd391f9aa7e8a46356b5b94cd6416ae9ef840e8d8f020a408bc8b,,,,48,48,6 (truecolor-alpha),upstream-only
gui/ability/heavy_hit_overlay.png,gui,png,no,yes,no,,4a1e6cb3c3690512012e56155e46fb9ee02a430eb74e38e8e19e4ea15bbdeda9,,,,48,48,6 (truecolor-alpha),upstream-only
gui/ability/laser_shot.png,gui,png,no,yes,no,,88f6ce48c06ac3204435e26c9410abaaec1a4cca17baf83f9d6f13dcbfbe408b,,,,48,48,6 (truecolor-alpha),upstream-only
gui/ability/laser_shot_overlay.png,gui,png,no,yes,no,,976649452e2ca00ccbafa509cadb7e2f73f49cc29d0bd87a9511ed5799f17ddc,,,,48,48,6 (truecolor-alpha),upstream-only
gui/ability/orb.png,gui,png,no,yes,no,,5d38b697e5db19555b3f7501639b169118269a7378e39caf7c84fd79926583c0,,,,48,48,6 (truecolor-alpha),upstream-only
gui/ability/shield.png,gui,png,no,yes,no,,b2ca0f3ac0c281887b904f41a746133680c44f046344e682fe3f287b337f61e7,,,,48,48,6 (truecolor-alpha),upstream-only
gui/ability/shockwave.png,gui,png,no,yes,no,,c424b173f1167f160ffcddaad0df960da02b60e58528c4bf84df596afa73fb5c,,,,48,48,6 (truecolor-alpha),upstream-only
gui/ability/shockwave_overlay.png,gui,png,no,yes,no,,5f61f85dfebb2fdf4b3f0c59552cb27d2d4c3404a0b355f0af90e0afd2598cb4,,,,48,48,6 (truecolor-alpha),upstream-only
gui/ability/slam.png,gui,png,no,yes,no,,bc10e942013801a2743012e51a2eef74b2f602fcc6cb1e02fa0a8e28317c296e,,,,48,48,6 (truecolor-alpha),upstream-only
gui/ability/sweeper.png,gui,png,no,yes,no,,2f2df9bb706e76d7b389f5f336f7ebad078703fefec6544dceaee0b4ce7b1353,,,,48,48,6 (truecolor-alpha),upstream-only
gui/ability/sweeper_overlay.png,gui,png,no,yes,no,,32a668abcc14b6213bfc5c84d973ce1296b10ea4c8c324f7f01bab134cb981fd,,,,48,48,6 (truecolor-alpha),upstream-only
gui/ability/teleport.png,gui,png,no,yes,no,,4dfe81d58405e71cb176c38b823e8c77f8f353048ee482dad6cedf8000d185c2,,,,48,48,6 (truecolor-alpha),upstream-only
gui/ability/trap.png,gui,png,no,yes,no,,d263721a8e0bf5a0b055c02f29f5afd1a99b72a37d7adf299f4caef539160082,,,,48,48,6 (truecolor-alpha),upstream-only
gui/ability/vortex.png,gui,png,no,yes,no,,6e847e0bd7b705805818920470ca858249857e96a1c5ea099dc77633cf87fcda,,,,48,48,6 (truecolor-alpha),upstream-only
gui/ability/wall.png,gui,png,no,yes,no,,3592eb18f542ee880e9619b7b129e93dfd22c4ae204a0bfa480bc5526c4a21a3,,,,48,48,6 (truecolor-alpha),upstream-only
gui/ability/wall_overlay.png,gui,png,no,yes,no,,35d265a2128d47a957cd795847b7b6578f6d2790d5b539a8191fa446eb1a0801,,,,48,48,6 (truecolor-alpha),upstream-only
gui/ability_fallback.png,gui,png,no,yes,no,,c756dce3e0aa09d2d9d3502ea07bc6abb6b7a2afb3f8298f26274dba8e2a338c,,,,32,32,6 (truecolor-alpha),upstream-only
gui/animation.png,gui,png,no,yes,no,,ed2e97d3ec87811277a760c58bcc6ef93f5d9d83e013baa05031657f6026b452,,,,256,256,3 (indexed-color),upstream-only
gui/anvil.png,gui,png,yes,yes,no,c6b526a405f8200f1512b1b3dc3cfd86e52d31ade1954b4910c140cb92b6ea6e,51130570a45b3cc370957f14823b529e7fef6c38bd5f323c09ba56344bd7f9b9,256,256,3 (indexed-color),256,256,3 (indexed-color),different
gui/arrowbuttons.png,gui,png,no,yes,no,,064eb6451492ba20a16a5fdbfc13765e54964d33209567d8e01549d44950ad87,,,,256,256,3 (indexed-color),upstream-only
gui/auction/auction.png,gui,png,no,yes,no,,34a92b78a9f1571961d8b6465bc8d52bfb535267633f89200d7c3539d7584ac3,,,,256,256,3 (indexed-color),upstream-only
gui/auction/auction_slot.png,gui,png,no,yes,no,,f20c22e1157bf58a53070898eb689f8c40714b03a92e8e2922a58bf6f7229e65,,,,18,18,6 (truecolor-alpha),upstream-only
gui/auction/button.png,gui,png,no,yes,no,,8dfc20e26cd69ed8cb42154237dfc8c1e626dbdd98f1ea883f27544b5231e8f0,,,,18,18,6 (truecolor-alpha),upstream-only
gui/auction/button_press.png,gui,png,no,yes,no,,b160d663d672357401b09fa3b52eab890be55221aa509dce4732c780674c5082,,,,18,18,6 (truecolor-alpha),upstream-only
gui/auction/check_icon.png,gui,png,no,yes,no,,d573e072dd1d9c5a8656f46707e668a9da4877d4e5a84799878cd7d93f3689af,,,,16,16,6 (truecolor-alpha),upstream-only
gui/auction/down.png,gui,png,no,yes,no,,14a9154dc92a56d6dbc84e67e7ad25ed55023030ec4a83ffc94ab977836e7b9a,,,,8,8,6 (truecolor-alpha),upstream-only
gui/auction/full_concept.png,gui,png,no,yes,no,,a2727d99d2c7e7c9aa39feb33375c55d14717950c7022d7c5f06bb3f632b4925,,,,256,256,6 (truecolor-alpha),upstream-only
gui/auction/my_auctions.png,gui,png,no,yes,no,,cc5101b709c9002f78d80d88d32e6480b8c5098f0dbb3d3a258844909156e87f,,,,16,16,6 (truecolor-alpha),upstream-only
gui/auction/search.png,gui,png,no,yes,no,,d9bbeab05a239a01d966c10908f71d8f142211c506c0ad0ca8d5e4053294f56a,,,,16,16,6 (truecolor-alpha),upstream-only
gui/auction/sell.png,gui,png,no,yes,no,,542fcb77d190a75edf23cd5794029a1ef94e84c118714a29a5d6fd4ae47b6985,,,,16,16,6 (truecolor-alpha),upstream-only
gui/auction/small_button.png,gui,png,no,yes,no,,9ed7eb5aeb71c9c23f5f1820e1839beb99f26d26b65c548bef0cac6d5e4015c5,,,,10,10,6 (truecolor-alpha),upstream-only
gui/auction/small_button_press.png,gui,png,no,yes,no,,f3358d47271b5518b29b2d99678d77af1192a2adea1c7fec2ed1a8515858a14c,,,,10,10,6 (truecolor-alpha),upstream-only
gui/auction/up.png,gui,png,no,yes,no,,087d9636dde6eae86c128f144c2437627bd35a330951dd34e4720615591f49ce,,,,8,8,6 (truecolor-alpha),upstream-only
gui/auction/x_icon.png,gui,png,no,yes,no,,3ea6b9628e1733fe2ba1442ad7fcfb995c67a663542db6c54d85a22cf5d0173e,,,,16,16,6 (truecolor-alpha),upstream-only
gui/auction/x_icon_blue.png,gui,png,no,yes,no,,d66c010d828ffc735d16f6c012f9092ebefd1c2ba15c3c7b6e8d9159b54b077c,,,,16,16,6 (truecolor-alpha),upstream-only
gui/bankchest.png,gui,png,yes,yes,no,4e6c889bd5c004aeb275cc88b088e358db2490fbd1f374cd57859b7535663144,4e6c889bd5c004aeb275cc88b088e358db2490fbd1f374cd57859b7535663144,256,256,3 (indexed-color),256,256,3 (indexed-color),identical
gui/bgfilled.png,gui,png,no,yes,no,,6bf59107dac1769707889059c280c7cacf0092057dd7a278e091340c1d8c67e8,,,,256,256,3 (indexed-color),upstream-only
gui/carpentry.png,gui,png,no,yes,no,,e2bc51663b9bbfb94d64d557994cc1a0afe05a3fcb60fafb93fd8f0b904ca6f3,,,,256,256,3 (indexed-color),upstream-only
gui/cloner/folder.png,gui,png,no,yes,no,,aac769c2d1def7258e7f48843d98014c5f68c495b1be1b88dffc45ba933226bf,,,,27,27,6 (truecolor-alpha),upstream-only
gui/cloner/tab.png,gui,png,no,yes,no,,ef5f70334881af06693a252f6f13e151650bb16dc335fee380d8ddd2f91af84a,,,,27,27,6 (truecolor-alpha),upstream-only
gui/color.png,gui,png,yes,yes,no,7b78546159233359653b6448cb3ab4e63e6476b4df546cb09be704684b664bc4,7b78546159233359653b6448cb3ab4e63e6476b4df546cb09be704684b664bc4,1024,1024,6 (truecolor-alpha),1024,1024,6 (truecolor-alpha),identical
gui/companion.png,gui,png,no,yes,no,,46bfc3f741d6925c9fb3120f6ab5c7640777df1c5309baa516e81d40c7d504e1,,,,256,256,3 (indexed-color),upstream-only
gui/companion_empty.png,gui,png,no,yes,no,,e4ad50b0afa9ca247ab03a9711c4a127cbbf0154101ccfd16c71e1663ac1c7b7,,,,256,256,3 (indexed-color),upstream-only
gui/companioninv.png,gui,png,no,yes,no,,beedae58da1d7df3d2643cc6bafb37d28b76d7d2ec4d721c041f2242c67ee4d5,,,,256,256,3 (indexed-color),upstream-only
gui/dialog_menu_decomposed.png,gui,png,no,yes,no,,0e5384fbae0808f60e94038197b28787b8c21f9e36cc197cf131cc2b8be08177,,,,512,512,6 (truecolor-alpha),upstream-only
gui/directory.png,gui,png,no,yes,no,,919ca6702cf26066fddd6f8443e4ecc64648f72226b0717bc92fc5fdb549686a,,,,256,256,6 (truecolor-alpha),upstream-only
gui/extrasmallbg.png,gui,png,no,yes,no,,0f189a867e8df59f41f25a537666529d387704a2f2f9c358ef95910630a9a6b3,,,,256,256,3 (indexed-color),upstream-only
gui/follower.png,gui,png,yes,yes,no,fc4da142af1fb0570337cd71b5104ff7f5dddbdda719c897e1a5ad6c9c06884e,fc4da142af1fb0570337cd71b5104ff7f5dddbdda719c897e1a5ad6c9c06884e,256,256,3 (indexed-color),256,256,3 (indexed-color),identical
gui/followerhire.png,gui,png,yes,yes,no,af6fcc06591a23440aa821eddf31f4a9bcbecabeb9845a88c6653c9d084bef4b,af6fcc06591a23440aa821eddf31f4a9bcbecabeb9845a88c6653c9d084bef4b,256,256,3 (indexed-color),256,256,3 (indexed-color),identical
gui/followersetup.png,gui,png,yes,yes,no,97ecaaf74432d10ae27968e45305ca06d78f5452ab400d956cacc5b48d1ac94d,97ecaaf74432d10ae27968e45305ca06d78f5452ab400d956cacc5b48d1ac94d,256,256,3 (indexed-color),256,256,3 (indexed-color),identical
gui/icons.png,gui,png,yes,yes,no,1d2a3841e0590370a77fc364ba3637f005f9db11ff8c7d9900f3137a48e0c390,da03232c8eb9be5f484bffdcf465d774be8647867e02ffca6344f13325ec00c8,256,256,3 (indexed-color),256,256,3 (indexed-color),different
gui/indicator.png,gui,png,yes,yes,no,39317af4a06e39b3fc1ab1dcc6d8a9affab5e6bf5f35339ab726bfa221370946,39317af4a06e39b3fc1ab1dcc6d8a9affab5e6bf5f35339ab726bfa221370946,512,512,3 (indexed-color),512,512,3 (indexed-color),identical
gui/info.png,gui,png,no,yes,no,,34b3feae6e25b0970872f416f7b795bd02c749fdea548d05ccc9545accb56540,,,,256,256,3 (indexed-color),upstream-only
gui/inventorymenu.png,gui,png,no,yes,no,,f3c6f9aac291da7c8c5b3cde03708f3ace5ba9b62cb5d4b1a6074a85fd6f11d0,,,,256,256,3 (indexed-color),upstream-only
gui/invisible.png,gui,png,yes,yes,no,b46e3a9cfd2ca1caa2cddf928e653da4e10149f6d0786fad3d3d77d882b2bd9f,b46e3a9cfd2ca1caa2cddf928e653da4e10149f6d0786fad3d3d77d882b2bd9f,16,16,6 (truecolor-alpha),16,16,6 (truecolor-alpha),identical
gui/keypreset_highres.png,gui,png,no,yes,no,,c3b16e806109936d925306c334bfe8673c878f51cb54b50a98b3469d0b9add21,,,,512,512,6 (truecolor-alpha),upstream-only
gui/largebg.png,gui,png,yes,yes,no,b5b95ba6749835bc3786580dfc7ba27ca58e2df3b332d07093a5f98f7db16172,b5b95ba6749835bc3786580dfc7ba27ca58e2df3b332d07093a5f98f7db16172,256,256,3 (indexed-color),256,256,3 (indexed-color),identical
gui/logo.png,gui,png,yes,yes,no,a94d36d22b70f1924d3a973fbb9cd70559c9dd72b3ad9ca662f893e040bef46b,7d5a808898a68016383f5ae29fc666461943f7f00466c2d37bb8fa6ebb1db025,252,70,6 (truecolor-alpha),421,56,6 (truecolor-alpha),different
gui/logo_old.png,gui,png,no,yes,no,,a94d36d22b70f1924d3a973fbb9cd70559c9dd72b3ad9ca662f893e040bef46b,,,,252,70,6 (truecolor-alpha),upstream-only
gui/menubg.png,gui,png,yes,yes,no,ca75826c12c807f7a97ebaffea34551fe38ba0bfdc4171e1f61d1675d5f1e3c2,ca75826c12c807f7a97ebaffea34551fe38ba0bfdc4171e1f61d1675d5f1e3c2,256,256,3 (indexed-color),256,256,3 (indexed-color),identical
gui/menubg2.png,gui,png,no,yes,no,,dd197b36bd4756ed729d6411f92c55b0380c98bcd52a9874db513fd60c183090,,,,256,256,3 (indexed-color),upstream-only
gui/menubgold.png,gui,png,no,yes,no,,ca75826c12c807f7a97ebaffea34551fe38ba0bfdc4171e1f61d1675d5f1e3c2,,,,256,256,3 (indexed-color),upstream-only
gui/menusidebutton.png,gui,png,yes,yes,no,6db3e7e7f0363d6eb73464b58336bb7e3bccb465ac557d9fd21e61dbd98a7384,6db3e7e7f0363d6eb73464b58336bb7e3bccb465ac557d9fd21e61dbd98a7384,256,256,3 (indexed-color),256,256,3 (indexed-color),identical
gui/menusidebutton2.png,gui,png,no,yes,no,,c8decb0bc42a7dd6406ffdbb65d43c3b1269ddb77320ab2919bb578f423db25f,,,,256,256,6 (truecolor-alpha),upstream-only
gui/menutopbutton.png,gui,png,yes,yes,no,db0223ca2dff17fa38d57696f0f5a5e31ebd2d7402d4df6354a5c8fd22902d3b,db0223ca2dff17fa38d57696f0f5a5e31ebd2d7402d4df6354a5c8fd22902d3b,256,256,3 (indexed-color),256,256,3 (indexed-color),identical
gui/misc.png,gui,png,yes,yes,no,dc84d2b80fcf5f83a7464d20b4b74063427b440e6ac056d3f30a7f9ad8878701,dc84d2b80fcf5f83a7464d20b4b74063427b440e6ac056d3f30a7f9ad8878701,256,256,3 (indexed-color),256,256,3 (indexed-color),identical
gui/npcbanksetup.png,gui,png,yes,yes,no,2564b19c6299abf1aebd575b5da82c6120a698f8d2fb9e9d6e0bd6df25cc3e81,2564b19c6299abf1aebd575b5da82c6120a698f8d2fb9e9d6e0bd6df25cc3e81,256,256,3 (indexed-color),256,256,3 (indexed-color),identical
gui/npcinv.png,gui,png,yes,yes,no,e0bc569ca8eb0c7506c188bf57cae908fbbde3eb5571a7d2dff09a463b2486df,269362b2bd971931757ff6ccd534cff6ba48db133bc2a9edb8878290e819905e,256,256,3 (indexed-color),256,256,3 (indexed-color),different
gui/npcitemgiver.png,gui,png,yes,yes,no,8596f147d2abebcc7268f6436c5fe553e11ec82aca8b0057295625622eeb2895,8596f147d2abebcc7268f6436c5fe553e11ec82aca8b0057295625622eeb2895,256,256,3 (indexed-color),256,256,3 (indexed-color),identical
gui/npctrader.png,gui,png,yes,no,no,d10ef37373ebc03be8e6bd48eb6c14982665d1cb824340490313a097ed480a33,,256,256,3 (indexed-color),,,,current-only
gui/npctradersetup.png,gui,png,yes,no,no,f3c6f9aac291da7c8c5b3cde03708f3ace5ba9b62cb5d4b1a6074a85fd6f11d0,,256,256,3 (indexed-color),,,,current-only
gui/npctradersetup2.png,gui,png,yes,no,no,82199adafb20c669148e347e8a6ecb30cc47dd51d52c6333cff83f2161b327ca,,256,256,3 (indexed-color),,,,current-only
gui/questreward.png,gui,png,yes,yes,no,8aadb2e7de56eac00a967c4586165facf8da94c0bbc2831b1c70698931422863,8aadb2e7de56eac00a967c4586165facf8da94c0bbc2831b1c70698931422863,256,256,3 (indexed-color),256,256,3 (indexed-color),identical
gui/questtypeitem.png,gui,png,yes,yes,no,4ca7219b9f369e532fb6c79dcdf729df6d28cfe00dc98b73aef907050788d1a6,4ca7219b9f369e532fb6c79dcdf729df6d28cfe00dc98b73aef907050788d1a6,256,256,3 (indexed-color),256,256,3 (indexed-color),identical
gui/recipes.png,gui,png,no,yes,no,,82eb41edf9e427c318427bf93e8f5d594915d84b91a69547392835c9d2d3c00b,,,,256,256,3 (indexed-color),upstream-only
gui/recipesAnvil.png,gui,png,no,yes,no,,847da131de7545dc838a69a3fb9211cee99fbd1652fc9f779a141575ce825dfe,,,,256,256,3 (indexed-color),upstream-only
gui/script/icons.png,gui,png,no,yes,no,,18ff3490132568d060cd06ccf0f6acaba5d12c8f6ae8e5bbebae54e68e2a00c9,,,,64,32,6 (truecolor-alpha),upstream-only
gui/scroll.png,gui,png,yes,yes,no,d444321018fda4bb1ab01d1113b5e259f6ba107569d9c0432ac40014e27474f2,d444321018fda4bb1ab01d1113b5e259f6ba107569d9c0432ac40014e27474f2,256,256,3 (indexed-color),256,256,3 (indexed-color),identical
gui/slot.png,gui,png,yes,yes,no,56363cfc3360b3218bf0f8bd857869867a842bf45af44b556c5d22bcfb2f756a,53aa398a23b2958a4e3acf172069345718c2634a57838ad2e2f4beb5d207eb3b,256,256,3 (indexed-color),256,256,3 (indexed-color),different
gui/smallbg.png,gui,png,yes,yes,no,d61c671183b0b9ed60c9bf89c9d58d173f8f56847332a85596d308f41359b1fa,d61c671183b0b9ed60c9bf89c9d58d173f8f56847332a85596d308f41359b1fa,256,256,3 (indexed-color),256,256,3 (indexed-color),identical
gui/standardbg.png,gui,png,yes,yes,no,6dfe6829c3476e263ea7cc9860c21a99d5a2ed5be1bc7ec39aea9a5e4941716a,6dfe6829c3476e263ea7cc9860c21a99d5a2ed5be1bc7ec39aea9a5e4941716a,256,256,3 (indexed-color),256,256,3 (indexed-color),identical
gui/talent.png,gui,png,no,yes,no,,3c4ae5841a075100b6127357c146e373994b0233b9054009d121479e6c1e582d,,,,256,256,3 (indexed-color),upstream-only
gui/trader.png,gui,png,no,yes,no,,611f4ea68f7f3c4fd739890ae1cb1c05e4ec13665230754f0eac0f8968fb796f,,,,256,256,3 (indexed-color),upstream-only
gui/tradersetup.png,gui,png,no,yes,no,,022d1aaa97c93292d60b895d3fa207d728e643ed0d781f22f032890cfb87445b,,,,256,256,3 (indexed-color),upstream-only
